"Departamento","Provincia","Distrito","Nombre"
"09","06","06","Ocoyo"
"09","06","07","Pilpichaca"
"09","06","08","Querco"
"09","06","09","Quito-Arma"
"09","06","10","San Antonio de Cusicancha"
"09","06","11","San Francisco de Sangayaico"
"09","06","12","San Isidro"
"09","06","13","Santiago de Chocorvos"
"09","06","14","Santiago de Quirahuara"
"09","06","15","Santo Domingo de Capillas"
"09","06","16","Tambo"
"09","07","00","Tayacaja"
"09","07","01","Pampas"
"09","07","02","Acostambo"
"09","07","03","Acraquia"
"09","07","04","Ahuaycha"
"09","07","05","Colcabamba"
"09","07","06","Daniel Hernandez"
"09","07","07","Huachocolpa"
"09","07","09","Huaribamba"
"09","07","10","Ñahuimpuquio"
"09","07","11","Pazos"
"09","07","13","Quishuar"
"09","07","14","Salcabamba"
"09","07","15","Salcahuasi"
"09","07","16","San Marcos de Rocchac"
"09","07","17","Surcubamba"
"09","07","18","Tintay Puncu"
"10","00","00","Huanuco"
"10","01","00","Huanuco"
"10","01","01","Huanuco"
"10","01","02","Amarilis"
"10","01","03","Chinchao"
"10","01","04","Churubamba"
"10","01","05","Margos"
"10","01","06","Quisqui"
"10","01","07","San Francisco de Cayran"
"10","01","08","San Pedro de Chaulan"
"10","01","09","Santa Maria del Valle"
"10","01","10","Yarumayo"
"10","01","11","Pillco Marca"
"10","01","12","Yacus"
"10","02","00","Ambo"
"10","02","01","Ambo"
"10","02","02","Cayna"
"10","02","03","Colpas"
"10","02","04","Conchamarca"
"10","02","05","Huacar"
"10","02","06","San Francisco"
"10","02","07","San Rafael"
"10","02","08","Tomay Kichwa"
"10","03","00","Dos de Mayo"
"10","03","01","La Union"
"10","03","07","Chuquis"
"10","03","11","Marias"
"10","03","13","Pachas"
"10","03","16","Quivilla"
"10","03","17","Ripan"
"10","03","21","Shunqui"
"10","03","22","Sillapata"
"10","03","23","Yanas"
"10","04","00","Huacaybamba"
"10","04","01","Huacaybamba"
"10","04","02","Canchabamba"
"10","04","03","Cochabamba"
"10","04","04","Pinra"
"10","05","00","Huamalies"
"10","05","01","Llata"
"10","05","02","Arancay"
"10","05","03","Chavin de Pariarca"
"10","05","04","Jacas Grande"
"10","05","05","Jircan"
"10","05","06","Miraflores"
"10","05","07","Monzon"
"10","05","08","Punchao"
"10","05","09","Puños"
"10","05","10","Singa"
"10","05","11","Tantamayo"
"10","06","00","Leoncio Prado"
"10","06","01","Rupa-Rupa"
"10","06","02","Daniel Alomias Robles"
"10","06","03","Hermilio Valdizan"
"10","06","04","Jose Crespo y Castillo"
"10","06","05","Luyando"
"10","06","06","Mariano Damaso Beraun"
"10","07","00","Marañon"
"10","07","01","Huacrachuco"
"10","07","02","Cholon"
"10","07","03","San Buenaventura"
"10","08","00","Pachitea"
"10","08","01","Panao"
"10","08","02","Chaglla"
"10","08","03","Molino"
"10","08","04","Umari"
"10","09","00","Puerto Inca"
"10","09","01","Puerto Inca"
"10","09","02","Codo del Pozuzo"
"10","09","03","Honoria"
"10","09","04","Tournavista"
"10","09","05","Yuyapichis"
"10","10","00","Lauricocha"
"10","10","01","Jesus"
"10","10","02","Baños"
"10","10","03","Jivia"
"10","10","04","Queropalca"
"10","10","05","Rondos"
"10","10","06","San Francisco de Asis"
"10","10","07","San Miguel de Cauri"
"10","11","00","Yarowilca"
"10","11","01","Chavinillo"
"10","11","02","Cahuac"
"10","11","03","Chacabamba"
"10","11","04","Chupan"
"10","11","05","Jacas Chico"
"10","11","06","Obas"
"10","11","07","Pampamarca"
"10","11","08","Choras"
"11","00","00","Ica"
"11","01","00","Ica"
"11","01","01","Ica"
"11","01","02","La Tinguiña"
"11","01","03","Los Aquijes"
"11","01","04","Ocucaje"
"11","01","05","Pachacutec"
"11","01","06","Parcona"
"11","01","07","Pueblo Nuevo"
"11","01","08","Salas"
"11","01","09","San Jose de los Molinos"
"11","01","10","San Juan Bautista"
"11","01","11","Santiago"
"11","01","12","Subtanjalla"
"11","01","13","Tate"
"11","01","14","Yauca del Rosario"
"11","02","00","Chincha"
"11","02","01","Chincha Alta"
"11","02","02","Alto Laran"
"11","02","03","Chavin"
"11","02","04","Chincha Baja"
"11","02","05","El Carmen"
"11","02","06","Grocio Prado"
"11","02","07","Pueblo Nuevo"
"11","02","08","San Juan de Yanac"
"11","02","09","San Pedro de Huacarpana"
"11","02","10","Sunampe"
"11","02","11","Tambo de Mora"
"11","03","00","Nazca"
"11","03","01","Nazca"
"11","03","02","Changuillo"
"11","03","03","El Ingenio"
"11","03","04","Marcona"
"11","03","05","Vista Alegre"
"11","04","00","Palpa"
"11","04","01","Palpa"
"11","04","02","Llipata"
"11","04","03","Rio Grande"
"11","04","04","Santa Cruz"
"11","04","05","Tibillo"
"11","05","00","Pisco"
"11","05","01","Pisco"
"11","05","02","Huancano"
"11","05","03","Humay"
"11","05","04","Independencia"
"11","05","05","Paracas"
"11","05","06","San Andres"
"11","05","07","San Clemente"
"11","05","08","Tupac Amaru Inca"
"12","00","00","Junin"
"12","01","00","Huancayo"
"12","01","01","Huancayo"
"12","01","04","Carhuacallanga"
"12","01","05","Chacapampa"
"12","01","06","Chicche"
"12","01","07","Chilca"
"12","01","08","Chongos Alto"
"12","01","11","Chupuro"
"12","01","12","Colca"
"12","01","13","Cullhuas"
"12","01","14","El Tambo"
"12","01","16","Huacrapuquio"
"12","01","17","Hualhuas"
"12","01","19","Huancan"
"12","01","20","Huasicancha"
"12","01","21","Huayucachi"
"12","01","22","Ingenio"
"12","01","24","Pariahuanca"
"12","01","25","Pilcomayo"
"12","01","26","Pucara"
"12","01","27","Quichuay"
"12","01","28","Quilcas"
"12","01","29","San Agustin"
"12","01","30","San Jeronimo de Tunan"
"12","01","32","Saño"
"12","01","33","Sapallanga"
"12","01","34","Sicaya"
"12","01","35","Santo Domingo de Acobamba"
"12","01","36","Viques"
"12","02","00","Concepcion"
"12","02","01","Concepcion"
"12","02","02","Aco"
"12","02","03","Andamarca"
"12","02","04","Chambara"
"12","02","05","Cochas"
"12","02","06","Comas"
"12","02","07","Heroinas Toledo"
"12","02","08","Manzanares"
"12","02","09","Mariscal Castilla"
"12","02","10","Matahuasi"
"12","02","11","Mito"
"12","02","12","Nueve de Julio"
"12","02","13","Orcotuna"
"12","02","14","San Jose de Quero"
"12","02","15","Santa Rosa de Ocopa"
"12","03","00","Chanchamayo"
"12","03","01","Chanchamayo"
"12","03","02","Perene"
"12","03","03","Pichanaqui"
"12","03","04","San Luis de Shuaro"
"12","03","05","San Ramon"
"12","03","06","Vitoc"
"12","04","00","Jauja"
"12","04","01","Jauja"
"12","04","02","Acolla"
"12","04","03","Apata"
"12","04","04","Ataura"
"12","04","05","Canchayllo"
"12","04","06","Curicaca"
"12","04","07","El Mantaro"
"12","04","08","Huamali"
"12","04","09","Huaripampa"
"12","04","10","Huertas"
"12","04","11","Janjaillo"
"12","04","12","Julcan"
"12","04","13","Leonor Ordoñez"
"12","04","14","Llocllapampa"
"12","04","15","Marco"
"12","04","16","Masma"
"12","04","17","Masma Chicche"
"12","04","18","Molinos"
"12","04","19","Monobamba"
"12","04","20","Muqui"
"12","04","21","Muquiyauyo"
"12","04","22","Paca"
"12","04","23","Paccha"
"12","04","24","Pancan"
"12","04","25","Parco"
"12","04","26","Pomacancha"
"12","04","27","Ricran"
"12","04","28","San Lorenzo"
"12","04","29","San Pedro de Chunan"
"12","04","30","Sausa"
"12","04","31","Sincos"
"12","04","32","Tunan Marca"
"12","04","33","Yauli"
"12","04","34","Yauyos"
"12","05","00","Junin"
"12","05","01","Junin"
"12","05","02","Carhuamayo"
"12","05","03","Ondores"
"12","05","04","Ulcumayo"
"12","06","00","Satipo"
"12","06","01","Satipo"
"12","06","02","Coviriali"
"12","06","03","Llaylla"
"12","06","04","Mazamari"
"12","06","05","Pampa Hermosa"
"12","06","06","Pangoa"
"12","06","07","Rio Negro"
"12","06","08","Rio Tambo"
"12","06","99","Mazamari-Pangoa"
"12","07","00","Tarma"
"12","07","01","Tarma"
"12","07","02","Acobamba"
"12","07","03","Huaricolca"
"12","07","04","Huasahuasi"
"12","07","05","La Union"
"12","07","06","Palca"
"12","07","07","Palcamayo"
"12","07","08","San Pedro de Cajas"
"12","07","09","Tapo"
"12","08","00","Yauli"
"12","08","01","La Oroya"
"12","08","02","Chacapalpa"
"12","08","03","Huay-Huay"
"12","08","04","Marcapomacocha"
"12","08","05","Morococha"
"12","08","06","Paccha"
"12","08","07","Santa Barbara de Carhuacayan"
"12","08","08","Santa Rosa de Sacco"
"12","08","09","Suitucancha"
"12","08","10","Yauli"
"12","09","00","Chupaca"
"12","09","01","Chupaca"
"12","09","02","Ahuac"
"12","09","03","Chongos Bajo"
"12","09","04","Huachac"
"12","09","05","Huamancaca Chico"
"12","09","06","San Juan de Iscos"
"12","09","07","San Juan de Jarpa"
"12","09","08","3 de Diciembre"
"12","09","09","Yanacancha"
"13","00","00","La Libertad"
"13","01","00","Trujillo"
"13","01","01","Trujillo"
"13","01","02","El Porvenir"
"13","01","03","Florencia de Mora"
"13","01","04","Huanchaco"
"13","01","05","La Esperanza"
"13","01","06","Laredo"
"13","01","07","Moche"
"13","01","08","Poroto"
"13","01","09","Salaverry"
"13","01","10","Simbal"
"13","01","11","Victor Larco Herrera"
"13","02","00","Ascope"
"13","02","01","Ascope"
"13","02","02","Chicama"
"13","02","03","Chocope"
"13","02","04","Magdalena de Cao"
"13","02","05","Paijan"
"13","02","06","Razuri"
"13","02","07","Santiago de Cao"
"13","02","08","Casa Grande"
"13","03","00","Bolivar"
"13","03","01","Bolivar"
"13","03","02","Bambamarca"
"13","03","03","Condormarca"
"13","03","04","Longotea"
"13","03","05","Uchumarca"
"13","03","06","Ucuncha"
"13","04","00","Chepen"
"13","04","01","Chepen"
"13","04","02","Pacanga"
"13","04","03","Pueblo Nuevo"
"13","05","00","Julcan"
"13","05","01","Julcan"
"13","05","02","Calamarca"
"13","05","03","Carabamba"
"13","05","04","Huaso"
"13","06","00","Otuzco"
"13","06","01","Otuzco"
"13","06","02","Agallpampa"
"13","06","04","Charat"
"13","06","05","Huaranchal"
"13","06","06","La Cuesta"
"13","06","08","Mache"
"13","06","10","Paranday"
"13","06","11","Salpo"
"13","06","13","Sinsicap"
"13","06","14","Usquil"
"13","07","00","Pacasmayo"
"13","07","01","San Pedro de Lloc"
"13","07","02","Guadalupe"
"13","07","03","Jequetepeque"
"13","07","04","Pacasmayo"
"13","07","05","San Jose"
"13","08","00","Pataz"
"13","08","01","Tayabamba"
"13","08","02","Buldibuyo"
"13","08","03","Chillia"
"13","08","04","Huancaspata"
"13","08","05","Huaylillas"
"13","08","06","Huayo"
"13","08","07","Ongon"
"13","08","08","Parcoy"
"13","08","09","Pataz"
"13","08","10","Pias"
"13","08","11","Santiago de Challas"
"13","08","12","Taurija"
"13","08","13","Urpay"
"13","09","00","Sanchez Carrion"
"13","09","01","Huamachuco"
"13","09","02","Chugay"
"13","09","03","Cochorco"
"13","09","04","Curgos"
"13","09","05","Marcabal"
"13","09","06","Sanagoran"
"13","09","07","Sarin"
"13","09","08","Sartimbamba"
"13","10","00","Santiago de Chuco"
"13","10","01","Santiago de Chuco"
"13","10","02","Angasmarca"
"13","10","03","Cachicadan"
"13","10","04","Mollebamba"
"13","10","05","Mollepata"
"13","10","06","Quiruvilca"
"13","10","07","Santa Cruz de Chuca"
"13","10","08","Sitabamba"
"13","11","00","Gran Chimu"
"13","11","01","Cascas"
"13","11","02","Lucma"
"13","11","03","Marmot"
"13","11","04","Sayapullo"
"13","12","00","Viru"
"13","12","01","Viru"
"13","12","02","Chao"
"13","12","03","Guadalupito"
"14","00","00","Lambayeque"
"14","01","00","Chiclayo"
"14","01","01","Chiclayo"
"14","01","02","Chongoyape"
"14","01","03","Eten"
"14","01","04","Eten Puerto"
"14","01","05","Jose Leonardo Ortiz"
"14","01","06","La Victoria"
"14","01","07","Lagunas"
"14","01","08","Monsefu"
"14","01","09","Nueva Arica"
"14","01","10","Oyotun"
"14","01","11","Picsi"
"14","01","12","Pimentel"
"14","01","13","Reque"
"14","01","14","Santa Rosa"
"14","01","15","Saña"
"14","01","16","Cayaltí"
"14","01","17","Patapo"
"14","01","18","Pomalca"
"14","01","19","Pucalá"
"14","01","20","Tumán"
"14","02","00","Ferreñafe"
"14","02","01","Ferreñafe"
"14","02","02","Cañaris"
"14","02","03","Incahuasi"
"14","02","04","Manuel Antonio Mesones Muro"
"14","02","05","Pitipo"
"14","02","06","Pueblo Nuevo"
"14","03","00","Lambayeque"
"14","03","01","Lambayeque"
"14","03","02","Chochope"
"14","03","03","Illimo"
"14","03","04","Jayanca"
"14","03","05","Mochumi"
"14","03","06","Morrope"
"14","03","07","Motupe"
"14","03","08","Olmos"
"14","03","09","Pacora"
"14","03","10","Salas"
"14","03","11","San Jose"
"14","03","12","Tucume"
"15","00","00","Lima"
"15","01","00","Lima"
"15","01","01","Lima"
"15","01","02","Ancon"
"15","01","03","Ate"
"15","01","04","Barranco"
"15","01","05","Breña"
"15","01","06","Carabayllo"
"15","01","07","Chaclacayo"
"15","01","08","Chorrillos"
"15","01","09","Cieneguilla"
"15","01","10","Comas"
"15","01","11","El Agustino"
"15","01","12","Independencia"
"15","01","13","Jesus Maria"
"15","01","14","La Molina"
"15","01","15","La Victoria"
"15","01","16","Lince"
"15","01","17","Los Olivos"
"15","01","18","Lurigancho"
"15","01","19","Lurin"
"15","01","20","Magdalena del Mar"
"15","01","21","Pueblo Libre (Magdalena Vieja)"
"15","01","22","Miraflores"
"15","01","23","Pachacamac"
"15","01","24","Pucusana"
"15","01","25","Puente Piedra"
"15","01","26","Punta Hermosa"
"15","01","27","Punta Negra"
"15","01","28","Rimac"
"15","01","29","San Bartolo"
"15","01","30","San Borja"
"15","01","31","San Isidro"
"15","01","32","San Juan de Lurigancho"
"15","01","33","San Juan de Miraflores"
"15","01","34","San Luis"
"15","01","35","San Martin de Porres"
"15","01","36","San Miguel"
"15","01","37","Santa Anita"
"15","01","38","Santa Maria del Mar"
"15","01","39","Santa Rosa"
"15","01","40","Santiago de Surco"
"15","01","41","Surquillo"
"15","01","42","Villa El Salvador"
"15","01","43","Villa Maria del Triunfo"
"15","02","00","Barranca"
"15","02","01","Barranca"
"15","02","02","Paramonga"
"15","02","03","Pativilca"
"15","02","04","Supe"
"15","02","05","Supe Puerto"
"15","03","00","Cajatambo"
"15","03","01","Cajatambo"
"15","03","02","Copa"
"15","03","03","Gorgor"
"15","03","04","Huancapon"
"15","03","05","Manas"
"15","04","00","Canta"
"15","04","01","Canta"
"15","04","02","Arahuay"
"15","04","03","Huamantanga"
"15","04","04","Huaros"
"15","04","05","Lachaqui"
"15","04","06","San Buenaventura"
"15","04","07","Santa Rosa de Quives"
"15","05","00","Cañete"
"15","05","01","San Vicente de Cañete"
"15","05","02","Asia"
"15","05","03","Calango"
"15","05","04","Cerro Azul"
"15","05","05","Chilca"
"15","05","06","Coayllo"
"15","05","07","Imperial"
"15","05","08","Lunahuana"
"15","05","09","Mala"
"15","05","10","Nuevo Imperial"
"15","05","11","Pacaran"
"15","05","12","Quilmana"
"15","05","13","San Antonio"
"15","05","14","San Luis"
"15","05","15","Santa Cruz de Flores"
"15","05","16","Zuñiga"
"15","06","00","Huaral"
"15","06","01","Huaral"
"15","06","02","Atavillos Alto"
"15","06","03","Atavillos Bajo"
"15","06","04","Aucallama"
"15","06","05","Chancay"
"15","06","06","Ihuari"
"15","06","07","Lampian"
"15","06","08","Pacaraos"
"15","06","09","San Miguel de Acos"
"15","06","10","Santa Cruz de Andamarca"
"15","06","11","Sumbilca"
"15","06","12","Veintisiete de Noviembre"
"15","07","00","Huarochiri"
"15","07","01","Matucana"
"15","07","02","Antioquia"
"15","07","03","Callahuanca"
"15","07","04","Carampoma"
"15","07","05","Chicla"
"15","07","06","Cuenca"
"15","07","07","Huachupampa"
"15","07","08","Huanza"
"15","07","09","Huarochiri"
"15","07","10","Lahuaytambo"
"15","07","11","Langa"
"15","07","12","Laraos"
"15","07","13","Mariatana"
"15","07","14","Ricardo Palma"
"15","07","15","San Andres de Tupicocha"
"15","07","16","San Antonio"
"15","07","17","San Bartolome"
"15","07","18","San Damian"
"15","07","19","San Juan de Iris"
"15","07","20","San Juan de Tantaranche"
"15","07","21","San Lorenzo de Quinti"
"15","07","22","San Mateo"
"15","07","23","San Mateo de Otao"
"15","07","24","San Pedro de Casta"
"15","07","25","San Pedro de Huancayre"
"15","07","26","Sangallaya"
"15","07","27","Santa Cruz de Cocachacra"
"15","07","28","Santa Eulalia"
"15","07","29","Santiago de Anchucaya"
"15","07","30","Santiago de Tuna"
"15","07","31","Santo Domingo de los Olleros"
"15","07","32","Surco"
"15","08","00","Huaura"
"15","08","01","Huacho"
"15","08","02","Ambar"
"15","08","03","Caleta de Carquin"
"15","08","04","Checras"
"15","08","05","Hualmay"
"15","08","06","Huaura"
"15","08","07","Leoncio Prado"
"15","08","08","Paccho"
"15","08","09","Santa Leonor"
"15","08","10","Santa Maria"
"15","08","11","Sayan"
"15","08","12","Vegueta"
"15","09","00","Oyon"
"15","09","01","Oyon"
"15","09","02","Andajes"
"15","09","03","Caujul"
"15","09","04","Cochamarca"
"15","09","05","Navan"
"15","09","06","Pachangara"
"15","10","00","Yauyos"
"15","10","01","Yauyos"
"15","10","02","Alis"
"15","10","03","Ayauca"
"15","10","04","Ayaviri"
"15","10","05","Azangaro"
"15","10","06","Cacra"
"15","10","07","Carania"
"15","10","08","Catahuasi"
"15","10","09","Chocos"
"15","10","10","Cochas"
"15","10","11","Colonia"
"15","10","12","Hongos"
"15","10","13","Huampara"
"15","10","14","Huancaya"
"15","10","15","Huangascar"
"15","10","16","Huantan"
"15","10","17","Huañec"
"15","10","18","Laraos"
"15","10","19","Lincha"
"15","10","20","Madean"
"15","10","21","Miraflores"
"15","10","22","Omas"
"15","10","23","Putinza"
"15","10","24","Quinches"
"15","10","25","Quinocay"
"15","10","26","San Joaquin"
"15","10","27","San Pedro de Pilas"
"15","10","28","Tanta"
"15","10","29","Tauripampa"
"15","10","30","Tomas"
"15","10","31","Tupe"
"15","10","32","Viñac"
"15","10","33","Vitis"
"16","00","00","Loreto"
"16","01","00","Maynas"
"16","01","01","Iquitos"
"16","01","02","Alto Nanay"
"16","01","03","Fernando Lores"
"16","01","04","Indiana"
"16","01","05","Las Amazonas"
"16","01","06","Mazan"
"16","01","07","Napo"
"16","01","08","Punchana"
"16","01","09","Putumayo"
"16","01","10","Torres Causana"
"16","01","12","Belén"
"16","01","13","San Juan Bautista"
"16","01","14","Teniente Manuel Clavero"
"16","02","00","Alto Amazonas"
"16","02","01","Yurimaguas"
"16","02","02","Balsapuerto"
"16","02","05","Jeberos"
"16","02","06","Lagunas"
"16","02","10","Santa Cruz"
"16","02","11","Teniente Cesar Lopez Rojas"
"16","03","00","Loreto"
"16","03","01","Nauta"
"16","03","02","Parinari"
"16","03","03","Tigre"
"16","03","04","Trompeteros"
"16","03","05","Urarinas"
"16","04","00","Mariscal Ramon Castilla"
"16","04","01","Ramon Castilla"
"16","04","02","Pebas"
"16","04","03","Yavari"
"16","04","04","San Pablo"
"16","05","00","Requena"
"16","05","01","Requena"
"16","05","02","Alto Tapiche"
"16","05","03","Capelo"
"16","05","04","Emilio San Martin"
"16","05","05","Maquia"
"16","05","06","Puinahua"
"16","05","07","Saquena"
"16","05","08","Soplin"
"16","05","09","Tapiche"
"16","05","10","Jenaro Herrera"
"16","05","11","Yaquerana"
"16","06","00","Ucayali"
"16","06","01","Contamana"
"16","06","02","Inahuaya"
"16","06","03","Padre Marquez"
"16","06","04","Pampa Hermosa"
"16","06","05","Sarayacu"
"16","06","06","Vargas Guerra"
"16","07","00","Datem del Marañón"
"16","07","01","Barranca"
"16","07","02","Cahuapanas"
"16","07","03","Manseriche"
"16","07","04","Morona"
"16","07","05","Pastaza"
"16","07","06","Andoas"
"16","08","00","Putumayo"
"16","08","01","Putumayo"
"16","08","02","Rosa Panduro"
"16","08","03","Teniente Manuel Clavero"
"16","08","04","Yaguas"
"17","00","00","Madre de Dios"
"17","01","00","Tambopata"
"17","01","01","Tambopata"
"17","01","02","Inambari"
"17","01","03","Las Piedras"
"17","01","04","Laberinto"
"17","02","00","Manu"
"17","02","01","Manu"
"17","02","02","Fitzcarrald"
"17","02","03","Madre de Dios"
"17","02","04","Huepetuhe"
"17","03","00","Tahuamanu"
"17","03","01","Iñapari"
"17","03","02","Iberia"
"17","03","03","Tahuamanu"
"18","00","00","Moquegua"
"18","01","00","Mariscal Nieto"
"18","01","01","Moquegua"
"18","01","02","Carumas"
"18","01","03","Cuchumbaya"
"18","01","04","Samegua"
"18","01","05","San Cristobal"
"18","01","06","Torata"
"18","02","00","General Sanchez Cerro"
"18","02","01","Omate"
"18","02","02","Chojata"
"18","02","03","Coalaque"
"18","02","04","Ichuña"
"18","02","05","La Capilla"
"18","02","06","Lloque"
"18","02","07","Matalaque"
"18","02","08","Puquina"
"18","02","09","Quinistaquillas"
"18","02","10","Ubinas"
"18","02","11","Yunga"
"18","03","00","Ilo"
"18","03","01","Ilo"
"18","03","02","El Algarrobal"
"18","03","03","Pacocha"
"19","00","00","Pasco"
"19","01","00","Pasco"
"19","01","01","Chaupimarca"
"19","01","02","Huachon"
"19","01","03","Huariaca"
"19","01","04","Huayllay"
"19","01","05","Ninacaca"
"19","01","06","Pallanchacra"
"19","01","07","Paucartambo"
"19","01","08","San Fco. de Asís de Yarusyacán"
"19","01","09","Simon Bolivar"
"19","01","10","Ticlacayan"
"19","01","11","Tinyahuarco"
"19","01","12","Vicco"
"19","01","13","Yanacancha"
"19","02","00","Daniel Alcides Carrion"
"19","02","01","Yanahuanca"
"19","02","02","Chacayan"
"19","02","03","Goyllarisquizga"
"19","02","04","Paucar"
"19","02","05","San Pedro de Pillao"
"19","02","06","Santa Ana de Tusi"
"19","02","07","Tapuc"
"19","02","08","Vilcabamba"
"19","03","00","Oxapampa"
"19","03","01","Oxapampa"
"19","03","02","Chontabamba"
"19","03","03","Huancabamba"
"19","03","04","Palcazu"
"19","03","05","Pozuzo"
"19","03","06","Puerto Bermudez"
"19","03","07","Villa Rica"
"19","03","08","Constitucion"
"20","00","00","Piura"
"20","01","00","Piura"
"20","01","01","Piura"
"20","01","04","Castilla"
"20","01","05","Catacaos"
"20","01","07","Cura Mori"
"20","01","08","El Tallan"
"20","01","09","La Arena"
"20","01","10","La Union"
"20","01","11","Las Lomas"
"20","01","14","Tambo Grande"
"20","01","15","Veintiséis de Octubre"
"20","02","00","Ayabaca"
"20","02","01","Ayabaca"
"20","02","02","Frias"
"20","02","03","Jilili"
"20","02","04","Lagunas"
"20","02","05","Montero"
"20","02","06","Pacaipampa"
"20","02","07","Paimas"
"20","02","08","Sapillica"
"20","02","09","Sicchez"
"20","02","10","Suyo"
"20","03","00","Huancabamba"
"20","03","01","Huancabamba"
"20","03","02","Canchaque"
"20","03","03","El Carmen de la Frontera"
"20","03","04","Huarmaca"
"20","03","05","Lalaquiz"
"20","03","06","San Miguel de El Faique"
"20","03","07","Sondor"
"20","03","08","Sondorillo"
"20","04","00","Morropon"
"20","04","01","Chulucanas"
"20","04","02","Buenos Aires"
"20","04","03","Chalaco"
"20","04","04","La Matanza"
"20","04","05","Morropon"
"20","04","06","Salitral"
"20","04","07","San Juan de Bigote"
"20","04","08","Santa Catalina de Mossa"
"20","04","09","Santo Domingo"
"20","04","10","Yamango"
"20","05","00","Paita"
"20","05","01","Paita"
"20","05","02","Amotape"
"20","05","03","Arenal"
"20","05","04","Colan"
"20","05","05","La Huaca"
"20","05","06","Tamarindo"
"20","05","07","Vichayal"
"20","06","00","Sullana"
"20","06","01","Sullana"
"20","06","02","Bellavista"
"20","06","03","Ignacio Escudero"
"20","06","04","Lancones"
"20","06","05","Marcavelica"
"20","06","06","Miguel Checa"
"20","06","07","Querecotillo"
"20","06","08","Salitral"
"20","07","00","Talara"
"20","07","01","Pariñas"
"20","07","02","El Alto"
"20","07","03","La Brea"
"20","07","04","Lobitos"
"20","07","05","Los Organos"
"20","07","06","Mancora"
"20","08","00","Sechura"
"20","08","01","Sechura"
"20","08","02","Bellavista de la Union"
"20","08","03","Bernal"
"20","08","04","Cristo Nos Valga"
"20","08","05","Vice"
"20","08","06","Rinconada Llicuar"
"21","00","00","Puno"
"21","01","00","Puno"
"21","01","01","Puno"
"21","01","02","Acora"
"21","01","03","Amantani"
"21","01","04","Atuncolla"
"21","01","05","Capachica"
"21","01","06","Chucuito"
"21","01","07","Coata"
"21","01","08","Huata"
"21","01","09","Mañazo"
"21","01","10","Paucarcolla"
"21","01","11","Pichacani"
"21","01","12","Plateria"
"21","01","13","San Antonio"
"21","01","14","Tiquillaca"
"21","01","15","Vilque"
"21","02","00","Azangaro"
"21","02","01","Azangaro"
"21","02","02","Achaya"
"21","02","03","Arapa"
"21","02","04","Asillo"
"21","02","05","Caminaca"
"21","02","06","Chupa"
"21","02","07","Jose Domingo Choquehuanca"
"21","02","08","Muñani"
"21","02","09","Potoni"
"21","02","10","Saman"
"21","02","11","San Anton"
"21","02","12","San Jose"
"21","02","13","San Juan de Salinas"
"21","02","14","Santiago de Pupuja"
"21","02","15","Tirapata"
"21","03","00","Carabaya"
"21","03","01","Macusani"
"21","03","02","Ajoyani"
"21","03","03","Ayapata"
"21","03","04","Coasa"
"21","03","05","Corani"
"21","03","06","Crucero"
"21","03","07","Ituata"
"21","03","08","Ollachea"
"21","03","09","San Gaban"
"21","03","10","Usicayos"
"21","04","00","Chucuito"
"21","04","01","Juli"
"21","04","02","Desaguadero"
"21","04","03","Huacullani"
"21","04","04","Kelluyo"
"21","04","05","Pisacoma"
"21","04","06","Pomata"
"21","04","07","Zepita"
"21","05","00","El Collao"
"21","05","01","Ilave"
"21","05","02","Capaso"
"21","05","03","Pilcuyo"
"21","05","04","Santa Rosa"
"21","05","05","Conduriri"
"21","06","00","Huancane"
"21","06","01","Huancane"
"21","06","02","Cojata"
"21","06","03","Huatasani"
"21","06","04","Inchupalla"
"21","06","05","Pusi"
"21","06","06","Rosaspata"
"21","06","07","Taraco"
"21","06","08","Vilque Chico"
"21","07","00","Lampa"
"21","07","01","Lampa"
"21","07","02","Cabanilla"
"21","07","03","Calapuja"
"21","07","04","Nicasio"
"21","07","05","Ocuviri"
"21","07","06","Palca"
"21","07","07","Paratia"
"21","07","08","Pucara"
"21","07","09","Santa Lucia"
"21","07","10","Vilavila"
"21","08","00","Melgar"
"21","08","01","Ayaviri"
"21","08","02","Antauta"
"21","08","03","Cupi"
"21","08","04","Llalli"
"21","08","05","Macari"
"21","08","06","Nuñoa"
"21","08","07","Orurillo"
"21","08","08","Santa Rosa"
"21","08","09","Umachiri"
"21","09","00","Moho"
"21","09","01","Moho"
"21","09","02","Conima"
"21","09","03","Huayrapata"
"21","09","04","Tilali"
"21","10","00","San Antonio de Putina"
"21","10","01","Putina"
"21","10","02","Ananea"
"21","10","03","Pedro Vilca Apaza"
"21","10","04","Quilcapuncu"
"21","10","05","Sina"
"21","11","00","San Roman"
"21","11","01","Juliaca"
"21","11","02","Cabana"
"21","11","03","Cabanillas"
"21","11","04","Caracoto"
"21","12","00","Sandia"
"21","12","01","Sandia"
"21","12","02","Cuyocuyo"
"21","12","03","Limbani"
"21","12","04","Patambuco"
"21","12","05","Phara"
"21","12","06","Quiaca"
"21","12","07","San Juan del Oro"
"21","12","08","Yanahuaya"
"21","12","09","Alto Inambari"
"21","12","10","San Pedro de Putina Punco"
"21","13","00","Yunguyo"
"21","13","01","Yunguyo"
"21","13","02","Anapia"
"21","13","03","Copani"
"21","13","04","Cuturapi"
"21","13","05","Ollaraya"
"21","13","06","Tinicachi"
"21","13","07","Unicachi"
"22","00","00","San Martin"
"22","01","00","Moyobamba"
